y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
61,3.21593172,-2.064604111,12.69534992,-9.118208207,-10.30210049,9.82879405,4.678275975,13.88790373,3.057872292,2.250373262,4.173369989,3.931263494,-2.280160465
45,3.705206499,-0.751894053,12.59078506,-11.98874626,-10.46273634,9.482205661,5.546269607,15.05016858,2.642211578,2.15150543,4.873817952,4.427051917,-0.504812531
66,3.520572139,-1.09979327,12.32734031,-10.80762704,-9.794570224,9.308533672,5.45753215,14.7357472,2.563375197,1.727197018,4.205696875,4.172527223,-0.577510627
38,3.310397083,-1.580520834,12.75433783,-10.19403352,-10.44237584,9.770137097,4.677968854,14.16785095,3.223738058,1.949824423,4.747626948,4.283725142,-2.180731887
70,3.412326563,-1.231527864,13.56502322,-9.963611914,-9.746179584,9.251870374,5.29866983,14.99931967,2.750293938,1.664652278,4.229437315,4.225104378,-0.907172889
48,2.755899774,-0.590363283,11.75493431,-10.45552329,-10.17482642,10.64837944,5.65478082,14.38347156,3.606611845,2.882316767,4.747641663,4.426655954,-1.704327983
52,3.576076783,-1.073130337,12.25687589,-10.76021462,-9.85236105,9.407030496,5.462985511,14.58367639,2.193514701,1.4315684,4.440743167,4.008852454,-0.990587305
31,3.38620795,-1.278232088,11.66166495,-11.25867187,-10.82939242,10.00699827,5.467754247,14.56668674,2.688532979,2.322228369,4.17096647,3.910189185,-1.378702701
41,2.93053141,-1.045393782,12.44589743,-11.54647111,-10.45848582,9.877852279,5.987318118,15.0607436,2.507820305,2.600524912,4.56727773,4.406415076,-0.676199469
70,2.902941394,-1.166478043,13.09744328,-9.701647356,-9.796628784,9.134909737,4.91356164,14.68917359,3.181385408,1.427108642,4.768104345,4.917234918,-1.52792604
56,3.503646145,-1.308851817,12.51701393,-11.26816167,-11.0619917,9.485854118,5.447074696,14.76531336,2.277916059,2.249969875,4.617248759,4.017477675,-0.060660521
49,3.257913596,-1.899999759,13.37316545,-10.00441928,-9.897447394,9.185303442,5.143906905,14.98509151,2.512265751,1.395508133,4.293896622,4.239641438,-0.94022432
41,3.175828423,-1.169371454,12.57482562,-10.37298232,-10.66694395,10.04220107,4.838287171,14.41758824,3.211696895,2.235382738,4.228146532,4.354594456,-1.457333504
47,3.232210359,-0.878979287,12.48536162,-11.94447536,-9.969273532,10.04274646,5.480255223,15.38879687,2.63650375,1.802609871,4.732100774,4.593465517,-1.040856161
58,3.414394815,-1.197449511,11.76826219,-11.87327815,-10.92687857,9.662959679,5.899988305,14.88591036,2.423423618,2.792724084,4.560008198,4.444957283,-0.728612408
42,3.00086766,-1.00003406,11.81671632,-10.80271505,-10.13574404,10.58512393,5.243877241,14.10526509,2.832620491,2.335237736,4.404874622,4.355150448,-1.74508425
39,3.592893093,-1.474077848,12.93173098,-10.19219317,-9.920144338,9.463929705,5.229246074,14.20238245,2.435362577,2.1731943,4.056369818,3.974163918,-1.087322758
50,3.183046786,-1.031295751,11.54728327,-11.22296172,-10.51765644,9.485159559,5.636268921,14.87694132,2.215873874,2.321877156,3.93572484,4.376282061,-1.091334162
55,3.073025486,-1.208352099,12.2018827,-10.87563749,-11.07506836,10.16778719,6.059657321,14.37209192,2.675245857,3.42916854,4.573001602,4.273625276,-1.069561315
44,2.634953624,-0.272189878,12.45068269,-11.17995718,-9.874451348,10.16850756,5.432749667,14.92554066,2.984130499,2.151600319,4.463118948,4.599712114,-1.149163549
48,3.668386342,-1.709665499,12.70667883,-10.39393259,-10.63117357,9.589516699,4.675387684,14.10234353,3.196695526,1.430217103,4.672879212,4.430840071,-1.069583302
49,3.728545306,-2.200058703,12.94157588,-9.565640024,-10.19202347,9.581284188,4.827879756,14.11621351,2.996402621,1.669231122,4.331309323,3.713132942,-2.279310083
43,3.716870832,-2.155313324,12.04438405,-10.8157764,-10.4924356,10.42591655,4.405575136,13.40736736,3.299141306,1.740413277,3.67845235,3.834433374,-2.025393804
49,2.338046077,-0.536472317,12.46638183,-10.98644011,-10.44599829,10.28875657,5.865916192,14.6949118,3.382271161,2.43128172,4.804800721,4.712004305,-0.85029544
64,3.078332388,-1.01919796,12.40088892,-10.73663369,-10.0576603,9.749444941,5.945148244,14.8427671,2.31741903,2.287063872,4.603370569,4.201085023,-1.736226054
42,2.975477337,-1.474847371,12.06990713,-10.72216819,-9.900258199,9.60294208,5.34947427,15.19346811,1.947870738,2.273994656,4.117228876,3.999870891,-1.215187291
40,2.508289415,-0.838684793,12.36794043,-11.1265543,-9.595278104,10.23059287,5.628136114,15.11912015,3.137457775,2.460017766,4.949666689,4.713966293,-1.213081529
47,2.939542794,-0.477199148,12.03193941,-11.48675653,-10.33506171,10.17122288,5.76946156,15.05732552,2.402817228,2.258922611,4.425300848,4.588437167,-1.175031971
71,3.323116788,-2.013515336,13.001107,-10.02005073,-10.01699562,9.791391817,4.650378025,14.48364101,3.229230576,1.860278264,4.368856395,4.486526265,-1.402307344
57,3.214492769,-0.673040099,12.53101793,-11.13976154,-10.74000265,9.439630353,5.666873143,14.85854186,2.210683844,2.366753738,4.093667156,4.092719959,-0.550576494
74,2.91558153,-1.824611066,13.05448554,-9.847433817,-10.22018109,9.87554614,5.407941501,14.41383442,2.55748042,1.779128642,3.825275105,4.158423487,-2.296084529
45,3.34954526,-1.320507608,12.11469716,-12.55999708,-10.62553323,10.1984804,6.011709901,14.75368619,2.49453346,2.415967774,4.669922718,4.274644612,-0.161871043
62,2.974694061,-1.711848741,12.71774534,-9.912068017,-10.13225615,10.10420879,4.831883387,14.14034481,2.82028151,1.494550647,4.243812623,4.091573675,-2.266453379
52,3.737408561,-2.129623439,12.71765593,-10.62318828,-10.29928824,9.194304398,4.790929692,14.93902166,2.261929523,1.587100735,4.54700855,4.030481725,-1.067715246
52,2.889954877,-1.324756224,12.33198329,-12.06632168,-10.36832981,10.14184186,5.912525521,15.05181898,1.711744015,2.403318737,4.06728629,4.238185065,-0.983578015
70,2.916616236,-0.788218891,12.5349896,-11.42030551,-10.90217382,9.632885872,5.844173726,15.15669099,2.069978426,2.485348976,4.55968935,4.363278669,-0.280099401
54,3.642484614,-1.88434283,13.19640234,-9.64502772,-9.892091517,9.21465694,4.701624353,14.52273288,2.438313078,1.71743855,4.024614587,3.732340588,-1.321434166
50,3.136163342,-0.741199267,11.58027631,-11.96390049,-10.50652826,10.30008692,5.113223274,14.57958381,2.742345946,2.372393059,4.291315346,4.47842025,-1.073372226
45,3.311684624,-1.437072036,12.59813389,-11.63189437,-10.55225382,9.768367721,6.045485649,15.06665098,2.76243309,2.052241516,4.561734684,4.450732129,-0.245243606
63,2.723254393,-2.061579752,12.90218991,-8.979730632,-10.4388379,9.745988859,4.911689213,14.03456776,2.609039358,1.859901688,4.090275535,4.036925761,-2.351248296
68,3.591481443,-1.479640498,12.79801761,-9.925009678,-10.2400665,9.496781522,5.279706046,14.80217062,2.43229528,1.940903549,3.959901801,3.912035755,-0.730273062
58,3.292625692,-0.779964263,12.03666781,-11.88013071,-10.27140654,10.02506844,5.43422813,15.02185819,2.696264245,2.366971485,4.117824873,4.455601417,-0.527122896
40,2.749635399,-1.037833454,12.32023198,-9.446230257,-10.4419714,9.932799512,5.198807318,14.24678174,2.944266615,2.486139207,4.194354792,4.190797109,-2.564222531
54,3.212972975,-1.228464188,12.49657582,-10.65773725,-10.82406025,10.3199449,5.241620696,14.29493507,2.981492798,2.27847617,4.568199715,4.143628761,-1.820137583
50,3.364971654,-1.184563004,11.94592134,-10.92166468,-10.82137028,9.90245049,5.082469872,14.28188146,2.194833011,1.995816772,3.960459477,3.719034666,-1.470650672
41,3.257048349,-1.463614137,12.22413805,-11.21899895,-10.57385428,9.163109783,5.506506175,14.74200724,2.291270293,2.101261962,4.244120211,4.099275623,-0.342095143
30,3.705825767,-1.112058901,12.507844,-10.92738698,-10.11791771,9.851679007,5.188570502,14.72450235,2.636403246,2.350531342,4.175651337,3.790908167,-1.000996748
70,3.498640673,-1.504242817,11.72138777,-10.85075002,-11.09803014,9.629620093,5.523368568,14.57888987,2.349766193,2.492687077,4.033413474,3.914880654,-1.203684556
69,3.006862509,-0.718950599,12.28273179,-10.69066122,-10.60573622,10.36068308,5.409567148,14.75007624,3.141401327,2.485019741,4.57286371,4.423310988,-1.419786112
56,3.914905433,-1.725888082,12.15411466,-10.42321066,-10.77833745,9.421398107,5.458228088,14.09808276,2.289466422,1.981822312,3.783490771,3.637017122,-1.769341337
44,3.523400859,-0.844427291,12.66846812,-10.44839491,-10.37358051,9.168653411,5.22449474,14.64904557,2.658817434,1.677073489,4.51157633,3.801352969,-1.176237575
41,3.511433581,-1.392006327,12.37060801,-10.60758386,-9.59513413,9.790128532,4.986125278,14.58292212,2.639861001,1.456892611,4.119870423,3.807450053,-1.868605032
57,2.752775002,-1.336780051,12.17568888,-10.82826895,-10.69756669,9.852757162,5.118382759,14.33960057,2.742729102,2.191198423,4.130852263,4.332650542,-1.377273284
50,3.027355823,-0.65994311,12.65031618,-9.38938248,-10.09207375,10.21497398,4.356921667,14.0241459,3.463625803,2.086689385,4.124735818,4.331196989,-2.039684598
42,3.526846527,-1.612592258,11.89386691,-10.72054133,-10.14020598,10.15302589,5.179133004,14.50889118,2.659457015,2.059170335,4.263514363,4.027347527,-1.449207555
51,2.504323574,-0.658417897,12.03429023,-12.58782345,-10.47165088,10.85986263,5.63242294,14.87142411,2.74461458,2.663173448,4.247398513,4.642480734,-1.037166134
62,3.352635326,-1.457890564,13.21835435,-11.83218907,-10.58430341,9.047678669,5.909932705,15.70386906,1.441211624,1.472609966,4.733236518,4.045063259,-0.670749047
51,3.133161841,-2.044308484,13.30658063,-10.58135847,-10.55958944,9.597355948,6.189611207,14.5099254,2.153179391,2.360552876,4.339201942,4.177061658,-0.910905513
63,3.263921754,-0.868538401,12.30295103,-11.59224309,-10.02667848,10.39723139,5.243553539,14.40357897,3.208160934,2.457135894,4.508015408,4.352783085,-1.031738026
45,3.748891127,-1.765101889,12.77228743,-11.14423703,-10.16189343,9.748194256,5.46207705,14.65721488,2.387761486,2.003873029,3.86048612,4.079455091,-1.062476008
58,3.08414825,-1.197367621,12.83586514,-10.88366841,-9.546882399,9.480627273,5.686465571,15.16020099,3.098840067,1.848349682,4.26952605,4.378289533,-0.75343486
58,2.903083007,-1.463842486,12.05911051,-11.39990142,-10.09267011,10.17378911,5.463516601,14.30245329,3.020458367,2.253492069,4.367717088,4.369806303,-1.573282035
58,2.968223338,-0.611464635,11.76083893,-11.41342127,-9.962212671,9.93663841,5.249316343,15.07214655,2.85748945,2.465861072,4.506418978,4.605197685,-1.189504678
46,3.071887945,-1.501448753,12.95837206,-11.04119069,-10.5831425,9.791805708,5.460174561,14.5076031,2.917749174,2.002501958,4.206895166,4.378210005,-1.503188818
47,3.269956477,-1.122500211,11.57408127,-11.15415371,-10.81456265,9.956898783,5.531417973,14.55444309,2.227395589,2.517031874,3.704615102,3.745290434,-1.393262923
71,2.93886601,-1.17181913,13.19835905,-10.40090559,-10.32360825,9.084006842,5.581348838,14.5013276,2.829077319,2.188772277,4.769548692,4.39604197,-1.42929927
42,3.715664182,-1.29570796,12.10052026,-9.074848981,-10.315242,9.311790338,4.848999845,13.94573604,2.941962763,2.210382714,4.228076662,3.715724597,-1.83426536
58,2.899143202,-1.148457909,12.19752979,-10.88601858,-10.65504229,10.28399214,4.75667949,14.55680506,3.208697091,2.441879847,4.012528749,4.41743967,-2.02284819
54,3.481587271,-0.384017692,11.32929016,-11.11422547,-9.916844173,10.03718322,5.260839002,14.93356213,2.240618255,2.126021936,4.450413825,4.088307978,-1.421385955
46,2.964739777,-0.807019427,11.98051395,-11.51755439,-10.26719656,10.19880866,5.359405711,14.86374074,2.972681837,2.209562846,4.784857223,4.464674477,-0.765609824
43,3.406075313,-1.570142194,12.52734935,-10.18558773,-9.698553484,10.15776679,4.766817658,14.3737551,3.019672332,1.503988497,4.414709372,4.072770429,-1.74500683
50,3.535025141,-1.874970236,13.07035174,-12.40768923,-9.779016985,9.559122223,6.013054879,15.07122503,2.474340526,1.600108003,4.614951344,4.524262909,-0.166068242
49,2.89018423,-1.652291721,13.28996885,-10.13090076,-9.559122864,9.780572733,4.582782183,15.01050968,3.01753507,1.521515309,4.498188339,4.380645693,-1.148171677
53,2.975061526,-0.81679878,12.40631616,-10.39334475,-9.819864669,10.05581358,4.825424482,14.05143893,3.208403018,1.907541509,3.833376576,4.262096096,-1.771648311
51,3.860235852,-0.55324292,12.30097311,-10.94638131,-10.28257368,10.16600669,5.217289926,14.31207759,2.780934218,2.129339095,4.007719814,4.150263413,-1.230967461
64,2.505001622,-0.430531128,12.08012314,-11.69479009,-10.25029704,10.29423367,5.650943147,15.08131033,2.806025365,2.370114828,4.731096079,4.63618377,-1.651429061
53,3.086319851,-1.168468616,12.17720612,-10.87671372,-11.41485904,9.975719164,5.839526863,14.60972412,2.803227511,3.283644098,4.405925611,4.330605741,-0.648797269
44,2.75423044,-1.547887706,12.95629588,-11.19930901,-9.58046684,10.2599679,5.306151356,14.77241629,3.818053601,1.99139972,4.858101698,4.946623052,-1.224496313
40,3.35852819,-0.962043506,11.9083309,-11.01370874,-9.815870875,10.38170624,4.96467,14.1048825,3.155153755,1.791956995,4.407613646,4.033524702,-1.626533391
42,3.478215162,-1.632287554,12.85576103,-10.04660836,-10.15377069,9.598617653,5.543295265,14.45534694,2.787238058,2.441080999,4.322408062,4.171076848,-1.704813356
51,2.706826756,-1.572553732,12.8081714,-10.85957067,-10.20927172,9.85424799,4.969135071,15.08162274,2.830173838,1.821476888,4.88371489,4.430915367,-1.496352431
58,2.804412376,-1.67721692,12.40809157,-10.88580296,-10.50932412,9.827617639,5.760117063,14.66376276,2.289755045,2.392072491,4.138811653,4.113050891,-1.130337982
49,2.769841013,-1.584978563,13.34873171,-11.06225177,-9.974287518,9.895763957,5.57834029,15.2429897,2.476616354,1.875587345,4.018090809,4.224276185,-1.105588442
34,3.518485204,-0.819165113,11.68307006,-12.38995511,-11.20101689,10.57024664,5.518463103,14.38684181,2.945828217,2.777413143,3.932773752,4.4046999,-1.138794697
51,3.373188002,-1.0815193,11.34623763,-11.53493979,-11.24539596,10.30146249,5.447968158,14.42144568,2.960800083,2.83133543,4.383135931,4.162634812,-0.803924444
43,3.722878017,-1.626109705,12.6357733,-11.69187678,-10.78517945,9.197847165,5.959065263,14.473916,2.167710823,2.034355845,4.773192334,4.130303394,-0.364096886
65,2.777074089,-1.300083855,11.88066866,-10.2777812,-10.56109383,10.59356725,5.662405198,14.15520827,2.960256863,2.63309176,3.960873216,4.187557919,-2.380647753
51,2.903942642,-1.096048089,12.43216385,-12.13975348,-10.52195497,10.24494405,6.183302991,14.9271895,2.498883751,2.312636103,4.275804924,4.031092919,-1.052399009
67,3.804907726,-1.800867939,13.14720968,-10.27438207,-10.61740984,9.226335503,5.611257859,14.61674345,1.776541835,1.896025502,4.361181822,3.731289653,-0.772549161
53,3.200374299,-1.668899519,12.39790023,-9.657177893,-10.32641481,9.60384089,4.483356202,14.23341053,2.591316919,1.164412955,4.384775184,3.912052745,-2.196371213
25,3.758599339,-1.828170333,13.14551045,-10.27247634,-10.09748315,9.872513022,4.517824068,13.86970201,3.464888164,2.14689852,4.79806127,3.906825865,-1.576672666
47,2.881997589,-1.400746204,12.34469866,-10.37777274,-9.866181143,10.2630734,5.049676681,14.4505278,3.389861573,2.025394027,4.09565805,4.366799214,-1.911946869
48,2.65783647,-1.42873733,13.36638392,-10.31601552,-9.811836184,9.533686394,5.897442433,14.66965076,2.646007455,1.647683413,4.757748719,4.645619388,-1.339354005
36,3.297731315,-1.223951716,12.48833425,-11.28366319,-10.43014347,10.17000137,5.77288804,14.35752704,2.98492952,2.397487927,4.605240868,4.602921708,-0.884328379
58,2.150957107,-0.616072935,13.47080438,-10.41286302,-9.852313293,9.765783539,5.574313993,14.67822372,3.294395949,2.238959034,4.638085882,4.938671616,-1.428888866
48,3.759518609,-2.219165172,12.37025774,-10.05391001,-10.56859545,9.483776569,5.476087876,14.39155972,2.544277655,2.002982657,4.387656604,3.979516219,-1.793503959
45,3.102851372,-1.119921486,12.20835777,-9.727584653,-9.982242687,10.06457181,4.315066034,14.35240985,2.963378096,2.140723113,3.958007647,3.883486142,-2.272169904
36,2.584177708,-0.657199849,12.17485755,-10.89910535,-10.66357425,10.30015956,5.864829544,14.23316814,2.928266832,2.448617978,4.425368981,4.305093251,-1.676565057
47,3.280581366,-2.175966551,13.39697253,-10.55988384,-9.769543589,9.530617365,5.142510166,14.78805004,3.040189849,1.576643659,4.213480332,4.318010037,-1.175101833
59,3.691270058,-1.7301354,13.19698996,-10.89963895,-10.56052511,9.208186407,5.621402127,14.6703683,2.339318884,1.597832539,4.315465272,3.935640308,-0.736983293
52,2.458454797,-0.552275046,13.08205624,-11.29935267,-10.56123223,10.18437888,5.808459051,15.18212394,2.799802455,2.468896681,4.522766012,4.648293708,-0.81490784
49,2.970793792,-1.202967557,11.89004074,-11.09156046,-10.82867526,9.879815619,5.508461931,14.58388242,2.394423445,2.172974197,4.852747449,4.189498913,-0.855831161
68,2.277156965,-0.327091799,11.95030551,-9.705979859,-10.74315227,10.05852622,4.97241216,14.53061658,2.579126514,2.377962592,4.228844234,3.823783548,-2.670260019
64,3.339551703,-1.37239258,12.75462715,-11.59074519,-10.23720792,9.752285038,5.602683907,15.15368209,2.080866988,2.193893327,4.568589233,3.92799435,-0.54544375
49,3.559415231,-1.354491607,12.45302692,-10.13139483,-9.957617421,9.663736976,4.861235392,14.34175455,2.969107407,2.238457872,4.109560965,3.96187085,-1.314360354
43,2.440714248,-1.101831065,12.65167253,-10.24781465,-10.70400627,9.972657063,5.503021607,15.21202294,2.37112165,2.409930416,4.909406433,4.207459727,-1.748094606
45,3.505781523,-1.485177231,12.68404629,-11.09343645,-9.464978202,9.407653347,4.973366839,14.96096281,2.40127876,1.909481435,4.465209421,4.17742486,-0.599222849
40,3.137536622,-1.185163703,11.87599047,-10.97193582,-10.01122148,10.49464211,5.609077159,14.49361591,2.736654635,2.184647911,3.973808999,4.1060661,-1.806628812
65,2.936915252,-0.275114247,11.77221041,-10.95661197,-10.61604486,10.23737653,5.545123795,14.30018465,2.652209644,2.973121314,3.865981847,4.411263314,-1.891529489
37,3.23673285,-0.782492493,11.82687999,-11.35195716,-9.841463895,9.602793953,5.618075688,14.82684704,2.375328151,2.1794113,4.394053068,4.006197287,-0.669507398
52,3.161384977,-1.57751795,12.28630525,-10.27175932,-10.51503268,10.19995694,5.526033816,13.67596697,2.958921009,2.540924259,4.200369599,4.037009304,-1.706830117
41,3.219869037,-2.058388702,13.48421122,-9.579202844,-9.544758343,9.489628283,4.909396342,14.42537729,3.081370139,1.094677382,4.418245593,4.207917557,-1.749785548
34,2.439125285,-1.03042267,12.65573037,-11.55053008,-10.35080772,9.703279889,5.695653012,15.37460516,2.566469235,2.158155607,5.34274905,4.566397219,-0.776515644
35,3.200061178,-1.637670653,12.37930317,-11.20848912,-10.63012022,9.892044722,5.530603239,14.06185284,2.866289738,2.121695043,4.85189364,3.94131099,-1.256680449
52,2.915936396,-2.357880918,13.25450716,-10.00535701,-9.570951401,10.25633142,5.288320195,13.9107372,3.290398613,1.695822282,4.175472731,4.299272017,-2.363679871
72,2.425090582,-1.065876896,12.48725861,-11.04781763,-10.4339114,10.03688915,5.63144658,14.77903505,3.056509223,2.682811472,4.407213483,4.495313449,-1.782559137
40,2.987729291,-1.673737317,12.8355203,-11.20873143,-9.925557367,10.14874386,5.541601497,14.69524144,2.365636381,1.879116263,4.598987255,4.317221044,-1.450670671
37,3.371883186,-0.35640971,11.91174739,-11.58075624,-9.519323418,9.957913928,5.309522885,15.02772636,3.210537634,2.061801709,4.332047674,4.447842761,-1.108513723
55,3.986586208,-1.642353394,12.18743357,-9.725438577,-10.18643775,9.690319274,5.301707796,13.89417327,2.502674255,2.009855624,4.152449571,3.827028588,-1.248738578
37,2.785812263,-0.645673108,11.98730397,-11.90823008,-10.13696704,10.66722214,5.265010194,14.99828961,2.988751003,2.05504325,4.583711902,4.532897323,-1.059322035
50,3.866266566,-1.840360055,12.58994804,-10.96819399,-10.58822281,9.562420165,4.950825753,14.45912992,2.39651259,1.93944905,4.193296932,3.842189643,-1.026019202
56,3.488985147,-1.293891296,12.51913295,-10.61383515,-10.09024748,10.0660076,5.229859856,14.38523067,2.937398933,2.460575283,4.319526265,4.402654288,-1.648667678
62,3.727276379,-1.805713119,12.80903998,-10.2606012,-10.39668405,9.329431085,5.892083699,14.17451425,2.593289608,2.018940924,4.460390114,4.107442536,-1.177388259
42,3.570408884,-1.433742959,12.28186033,-11.81392261,-10.62999367,9.751294345,5.880227822,14.68849681,2.469998928,2.373785573,4.475211785,4.489832888,-0.359047327
70,2.859850472,-1.117128917,12.47599799,-11.84686939,-10.50545343,10.14771057,6.241643478,14.78165656,1.978067641,2.322723653,4.353430982,4.320054204,-0.577792206
56,3.612605079,-2.232529331,12.92432227,-9.936791004,-10.64897885,9.928516274,4.848931241,13.9111969,2.784119932,1.728046789,4.490727009,3.882472923,-0.932238621
55,3.593853753,-0.837821642,12.4314868,-10.64579938,-10.52737213,10.14851631,5.588221408,14.29574981,2.528476631,2.609238462,3.951767293,3.709908575,-0.841223951
65,2.972568964,-1.528078859,12.66901447,-11.04809804,-10.11274294,9.640815453,5.429136987,15.17831082,2.711067367,2.087656467,4.420127222,4.409208722,-1.329414568
34,3.330739907,-1.415602923,13.8020351,-10.12374896,-9.782311656,9.151941284,5.371954433,14.72112622,2.583332358,1.288442966,4.887737152,4.133885481,-1.118630417
64,3.051425515,-0.83639817,12.63456722,-11.23164851,-9.573568604,10.09452381,5.123317882,14.87085004,3.622461547,1.820426449,4.686024144,4.739734058,-0.814779121
44,3.050212359,-1.121561807,13.05571986,-10.75140982,-10.06766425,9.656725197,5.4426784,14.48381949,2.909421576,2.630495737,4.361927738,4.403103289,-1.011724504
46,2.803209612,-0.665731468,10.39904011,-12.78408734,-11.05161583,10.61618455,5.16533042,14.60651781,2.791659652,3.070236798,3.987079776,4.445341382,-1.080886575
49,3.487378023,-0.655520608,11.50332886,-12.10567935,-10.36348518,10.16410667,5.768168318,14.98470217,2.402639023,2.243961246,4.096953244,3.796748655,-1.185428868
46,4.050735865,-2.146962437,12.6545318,-9.67932976,-9.690549994,9.257537402,5.005582103,14.34586047,2.227923917,1.209315249,4.306103002,3.85755942,-1.635684813
37,3.495811144,-1.194525633,12.21961186,-11.10247733,-10.59769743,9.656947555,6.106361817,14.52777993,2.355753173,2.387202259,4.022464584,4.215771154,-0.95205122
38,2.695740395,-0.118590226,11.45746524,-11.07234835,-10.0356977,11.05108944,4.913343331,14.31050363,3.663735157,2.427548353,4.201109967,4.653319604,-2.089667868
80,3.225673708,-1.042751432,12.54287146,-11.2648003,-10.50095354,9.813765522,5.198418025,14.59821209,3.131533798,2.317992998,4.456924944,4.623916064,-0.846259249
47,2.766906141,-1.371304945,11.84416715,-11.79472046,-10.66138459,10.03554875,5.965802592,15.18896666,2.487983468,2.729496483,4.47954086,4.72339535,-0.810727367
44,2.739531434,-0.786292863,12.90645655,-10.8230601,-9.653774671,9.776169312,5.731375508,14.92290317,3.093996926,2.437389732,4.527736928,4.528710799,-1.295931206
35,3.541979787,-0.706171629,11.960031,-10.97927844,-10.49453795,9.93353791,5.010502234,14.46197893,2.798099361,2.612617666,3.992625978,3.892920177,-1.280464437
45,3.154701597,-1.868155661,13.07900249,-9.988533207,-9.43281287,9.444062079,5.317048683,14.33327019,3.194950064,1.589618355,4.641948927,4.323494351,-1.547676337
64,3.056327144,-0.538123737,11.8155815,-10.34328582,-10.192387,9.939714285,5.205367892,14.22396861,3.325565955,1.905620423,4.462813693,4.330030198,-1.914485457
